Entleiher2017;Entleiher2018;Entleiher2019;Entleiher2020;Entleih. insges.2017;Entleih. insges.2018;Entleih. insges.2019;Entleih. insges.2020;Entl. virt.Best.2017;Entl. virt.Best.2018;Entl. virt.Best.2019;Entl. virt.Best.2020;
7274931;7240093;7299495;6399076;343884522;337872390;338078392;261061540;24323654;28950460;33389881;41432276;
